segment_id,year_month,total_amt,txn_cnt,avg_ticket,ratio_종합소매점,ratio_연료판매,ratio_일반병원,ratio_한식,ratio_음/식료품소매,ratio_제조/도매,ratio_의약/의료품,ratio_차량관리/서비스,ratio_특화병원,ratio_의복/의류,ratio_차량판매,ratio_고기요리
과천시_M_9,202501,415738223.0,13827.0,30067.1311925942,0.4570107663404051,0.04994978135711631,0.08502186994227261,0.10985529320646491,0.07406069419445128,0.005562306745983306,0.05811373466347302,0.015045616765263054,0.039446977362282275,0.009671502025901009,0.0019870089163464546,0.09427444848004066
과천시_M_8,202501,1322655713.0,52281.0,25298.975019605594,0.42056519257175223,0.10270213648300144,0.0496617939955859,0.1180795491507185,0.055750299405783195,0.007152676244121916,0.050960575842645565,0.028150685992111266,0.07193538139221539,0.019455207012961207,0.003342686527067259,0.0722438153820361
과천시_F_3,202501,881967409.0,64245.0,13728.187547669078,0.2907288874108009,0.03641393748961954,0.1454963732655959,0.208881389578752,0.02036977869983778,0.06485249758980731,0.05129863172764282,0.011441718723091984,0.048110631659884315,0.09898031650036612,0.0,0.02342583735460134
과천시_F_8,202501,1099585172.0,37039.0,29687.226221010285,0.5639870666031037,0.03088659872398574,0.07047503550920964,0.07552532205858496,0.04966316886175157,0.002935584805744242,0.049240944107002166,0.021521421714887676,0.054488774876522914,0.03393423614723703,0.0032500525904274502,0.04409179400154287
과천시_M_3,202501,1169318831.0,98450.0,11877.286246825799,0.38024963099777764,0.07675762759945613,0.07011971643072526,0.2015570188662479,0.045399004437137236,0.033123992155974794,0.03582566277284865,0.017784339149678332,0.025177502329912966,0.07243150644814296,0.0016479794143091453,0.039926019397788955
과천시_M_10,202501,37863852.0,984.0,38479.5243902439,0.6967637659058084,0.0060813719712923655,0.027123980864370453,0.08218536555574628,0.035191341228364245,0.002250136328632405,0.1265061117501319,0.0011707286777957974,0.000629747735564268,0.0032100115856019402,0.0,0.018887438396692054
과천시_M_11,202501,825362.0,9.0,91706.88888888889,0.667108493000647,0.0,0.025677217996467005,0.0,0.0,0.0,0.307214289002886,0.0,0.0,0.0,0.0,0.0
수원시_M_5,202501,137910676725.0,3753289.0,36743.953563128234,0.31694714117717054,0.1234071415409642,0.14008061999608382,0.10759106414479913,0.05632800734457715,0.01686189159207864,0.04846665167059521,0.06693922344626642,0.0509616818910226,0.025852419836168816,0.006262703788825467,0.04030145357144799
수원시_M_8,202501,20609490119.0,559718.0,36821.20303259856,0.22903336056369705,0.1073938559235863,0.1921919625811999,0.08096677718661356,0.13408543147226176,0.010889005471628365,0.08604325651553121,0.05211224511364653,0.06429472735649198,0.01619191008565045,0.004076555074752937,0.02272091265493995
수원시_M_7,202501,72117550589.0,1881285.0,38334.19741772246,0.263596128106862,0.13971607156665378,0.14710623427891853,0.09685288246212174,0.11294425883338167,0.015511281874252306,0.05909025982528334,0.05989030269415466,0.05511958368617176,0.015777112907871,0.005049007600360701,0.02934687616396852
수원시_F_5,202501,110484895158.0,2847523.0,38800.35215097472,0.32818794754304487,0.0671059441231272,0.19766694177315555,0.09108380138085333,0.06624297804295759,0.012056137162400175,0.05494448238017606,0.05366402365210113,0.07174118991129115,0.031168473725296096,0.00408097522369264,0.022057105081904196
수원시_F_3,202501,36588969695.0,1577211.0,23198.525558723595,0.3080824888890946,0.045527343914978716,0.15564798143050618,0.16754396032674806,0.03215510015685965,0.00892199220783734,0.05003612159086162,0.07348877907633097,0.05367082661159804,0.055013301681479436,0.00612038142285066,0.043791722690854684
수원시_F_8,202501,19813335074.0,552064.0,35889.561851524464,0.2829502026483704,0.03232317102794454,0.2014135016558148,0.07992484864800874,0.17703787204847735,0.008203213142990601,0.079584329737439,0.027534790362017576,0.05630025537693153,0.03477111579181648,0.0015728790030667393,0.018383820557122278
수원시_M_2,202501,778690784.0,87235.0,8926.357356565599,0.4533649321694343,0.020895563510308565,0.03757582589121481,0.22078055748396466,0.026103828178890613,0.008297186413344086,0.029749271516068498,0.05640750628215632,0.020485530709329822,0.06403073895335691,1.3749029681525536e-05,0.06229530986224989
수원시_M_6,202501,127754345775.0,3357288.0,38052.84079739361,0.2876597983986273,0.1319436898538246,0.1365798533212305,0.11094839707392262,0.08078465194807419,0.016706661093800583,0.05308265932169319,0.05857315790950974,0.05896122027213739,0.021530548095594813,0.00704920460032666,0.036180158111258416
수원시_M_9,202501,4963104627.0,129605.0,38294.08299834112,0.23412357339110093,0.047109145586439395,0.2560309635901006,0.08068919703334207,0.11546498879700574,0.008263974559018249,0.11445420120079428,0.04735291218603527,0.058345876398293396,0.014356052402047017,0.0015318998116231797,0.022277215044199904
수원시_F_9,202501,4490806674.0,119174.0,37682.77203081209,0.2625938254529583,0.027797791991025396,0.18841500668120448,0.08350331394519489,0.15123173922033523,0.04400639522634512,0.10266186039192857,0.041613647902700716,0.051573576312708994,0.026047839252822984,0.0005619933617801641,0.019993010260995186
수원시_F_10,202501,217696844.0,5489.0,39660.56549462562,0.25997216263478834,0.024963420704815047,0.25585308589688033,0.12330928098042006,0.11973572666396728,0.008039388883873658,0.11767417014525657,0.03226052087439455,0.018769461042917462,0.02618737228875393,0.0025299790025744115,0.010705430881358355
수원시_M_10,202501,242136758.0,5679.0,42637.21746786406,0.24513827835105187,0.03854259444177235,0.2298705891705553,0.08556380750122022,0.10944913965480707,0.017248854635729106,0.15325295927374247,0.053200472245108744,0.033963346373682916,0.013843530741534903,0.0044001263201227,0.015526301290672352
수원시_M_11,202501,2038520.0,49.0,41602.448979591834,0.2747451096755635,0.0837048358057333,0.0,0.18208015901450397,0.07490215463875448,0.0,0.33186049690736746,0.0,0.052707243958077285,0.0,0.0,0.0
수원시_F_11,202501,512024.0,23.0,22261.91304347826,0.5488683396184435,0.0,0.006036884250293444,0.0,0.3444929039933342,0.0,0.0945649878876354,0.0,0.006036884250293444,0.0,0.0,0.0
안양시_M_5,202501,58207515842.0,1795503.0,32418.501022833156,0.28454698898551756,0.08301791875732774,0.12543032027794462,0.09978755374223523,0.1151511841137869,0.028215278215985313,0.04836625533440204,0.08965542100975768,0.04968334753054378,0.03679845323738277,0.002086933488900395,0.037260345306216
